,URYVR,IL2VL,RIBL,OLQDR,RIR,BWM-VR07,AIAL,RIMR,AIYR,ASJR,ALNL,BAGL,IL1VR,AFDR,OLQDL,RIS,FLPR,BWM-DR07,PVCL,AVKL,IL2DL,AIBR,SIAVL,IL1DR,URXL,ASKL,ALA,BWM-VL07,SMBVR,DB1,AINR,IL1R,IL2DR,RMGL,BWM-DL04,RIVR,SAADR,SIBDR,URYDL,AIML,IL2VR,BWM-VL08,DVC,RMDR,RIBR,ASER,ADLL,BWM-VR06,BWM-VR04,OLLL,URBL,AVBL,AWBR,AVBR,AVDR,BWM-VL04,ASIL,RMER,AVHR,AIZR,DVA,SMBVL,BAGR,AWCR,BWM-VL02,BWM-DL03,RMHR,BWM-VL03,URADR,IL2L,VB2,OLLR,RMHL,IL1L,BWM-VL01,AVFR,URADL,SAAVR,IL2R,URAVR,PVR,BWM-VR05,ASHR,RMEL,URYVL,URXR,SMDDR,AVKR,AVFL,BWM-DR04,RIPL,RIPR,AWBL,AWAL,BWM-DR06,SIADR,AVAL,BWM-DL06,OLQVL,SMDVL,URYDR,BWM-DL07,RMDL,AWCL,AUAL,VA1,RIH,BWM-DL05,RIVL,ASHL,RIAR,RMDDR,SMBDR,RMEV,RIAL,URAVL,BWM-VL06,SIBDL,IL1DL,AVER,SIAVR,AFDL,RIGL,SAAVL,BWM-VL05,ASEL,SMBDL,CEPDR,RMDVR,AIAR,RIFL,AVEL,ASKR,AIMR,RIGR,SMDVR,CEPDL,ASJL,CEPVL,AVDL,RIFR,SABD,OLQVR,BWM-DR02,SIBVR,ADLR,AWAR,ASIR,SABVL,BDUL,VB1,ASGR,RMDDL,BWM-DR03,AIYL,AVJL,FLPL,IL1VL,AIBL,BWM-VR02,excgl,ADFL,ASGL,SIADL,SMDDL,URBR,SIBVL,RICL,SAADL,ADEL,ADAL,AIZL,CEPVR,RIML,AINL,AVHL,RMED,ADFR,PVQL,PVPR,PVT,PVPL,PVCR,PVQR,ALMR,BWM-DL08,BWM-DR08,ALNR,CANL,AVAR,AVJR,AQR,RMDVL,RMGR,AVM,RICR,BDUR,ADER,ADAR,ALML,BWM-VR08,SDQR,RID,BWM-DR05,AUAR,BWM-DR01,BWM-DL02,BWM-DL01,BWM-VR01,BWM-VR03,AVL,CANR
RIFL,0,0,0,0,7440,0,250800,0,0,0,0,0,0,0,22320,0,0,0,0,0,9360,0,0,0,0,143280,0,0,0,0,0,0,0,769320,3000,0,0,0,0,361320,0,0,0,0,0,0,0,0,0,0,0,374880,0,61560,200880,0,0,0,152520,0,0,23520,0,0,0,0,0,0,0,0,388920,0,0,9960,0,138120,14760,0,0,0,33360,0,187920,0,0,0,0,0,0,0,0,0,337920,252360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76680,0,0,0,0,0,14520,0,67200,0,0,0,53400,37920,0,2760,0,0,0,21840,0,0,0,0,1314360,0,0,0,0,11520,206640,0,0,120240,0,5760,84720,0,0,0,0,0,3720,0,5640,70560,0,0,184200,0,286320,0,0,445200,0,0,354720,43680,0,0,0,0,0,0,134400,920040,0,0,0,0,0,0,0,0,532320,0,0,7800,0,0,0,0,51720,0,0,0,0
AVEL,457080,0,228480,84240,32280,0,0,233640,0,0,0,0,0,0,0,279120,128760,0,11760,312000,0,311400,36720,0,91440,0,264120,0,9120,0,0,21120,0,277320,0,40080,200640,83400,92640,84360,0,0,144360,0,640920,0,1560,0,0,0,1080,330600,0,0,174600,0,0,39240,0,274080,321960,51960,1146120,0,0,0,0,0,0,134760,0,1360680,0,122760,0,0,0,4080,0,0,0,0,55560,0,0,0,11280,348600,0,0,0,0,0,0,0,105120,33480,0,0,491880,376080,0,182160,0,354480,0,865200,0,73560,0,83760,112680,88800,20640,0,0,0,0,0,45840,310920,0,81000,40080,0,0,960,358200,131040,0,14520,0,0,0,135360,0,0,0,0,0,0,0,37320,0,0,0,0,0,0,0,0,0,0,0,0,18240,107760,0,350160,0,0,0,0,96600,415080,0,0,0,76320,0,1200,1320840,374760,453600,0,0,107880,4320,0,86040,7440,0,101280,0,0,0,0,0,0,0,47160,0,85320,0,0,0,0,0,35040,96960,0,0,57960,0,0,0,0,0,0,0,23160,0
ASKR,0,0,0,17400,0,0,12000,0,39240,666120,0,0,0,0,0,0,0,0,0,0,0,489600,0,15000,0,106080,68520,0,0,0,192720,0,6360,0,0,0,0,0,0,0,0,0,0,0,0,391800,264240,0,0,0,0,0,5760,0,0,0,21480,0,0,0,0,0,0,110520,0,0,0,0,840,0,0,0,0,0,0,0,0,0,4320,0,0,0,282840,0,0,0,0,0,0,0,0,0,0,5040,0,0,0,0,0,0,18600,0,0,36600,0,59880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101800,0,0,0,9960,0,0,0,0,0,0,208800,0,0,0,0,1380480,780120,91080,0,0,0,30600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833960,0,0,0,0,0,0,0,0,0,173520,0,0,0,0,161760,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,0,0,17280,0,0,16080,0,148080,1497120,0,0,0,0,0,56760,0,0,0,0,0,4320,0,8640,0,1440,6360,0,94920,29760,600,0,6120,0,0,0,0,0,0,137760,0,0,0,0,0,0,0,0,0,0,0,0,33600,20040,44520,0,0,0,48480,11400,19080,0,0,11400,0,0,0,0,7080,0,0,12960,0,0,0,0,0,0,46080,0,0,0,457560,0,0,310920,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,12240,0,0,0,0,0,0,0,0,29160,0,0,0,0,0,0,0,109920,0,113400,111600,0,0,0,0,0,0,0,0,495840,67200,0,9960,0,0,0,0,56280,0,0,221640,0,0,0,0,0,72840,180000,0,0,0,1216560,1800,0,0,114600,0,0,0,0,60960,0,0,99480,11040,0,110760,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,12600,557640,311880,0,0,0,0,0,38640,0,0,431400,0,217800,78480,0,17280,0,0,3960,0,0,0,0,0,0,0,0,0,9240
RIGR,218400,0,0,50880,369600,0,0,540960,0,0,0,898920,9480,0,0,119040,131280,0,0,364920,0,0,0,30360,0,0,0,0,260040,0,0,0,0,0,0,0,792240,0,0,0,10080,0,2112480,0,163440,0,0,0,0,0,0,127080,0,0,8640,0,0,161760,0,648120,0,0,20040,0,0,0,217200,0,0,0,0,238440,104880,0,0,0,0,0,0,44040,0,0,0,0,0,765480,134880,40680,0,0,0,0,0,0,0,276240,38760,0,0,0,130440,0,0,0,0,0,196560,0,438600,0,142440,0,162960,55440,0,0,0,0,0,159720,11520,0,173760,618240,0,0,0,0,0,0,0,135360,0,0,0,5640,0,0,0,320400,0,0,185160,0,278400,0,0,0,0,0,0,0,0,0,0,0,0,0,870120,0,207000,0,0,0,0,0,0,0,449640,0,0,0,0,247680,0,0,370920,94080,0,372720,1723080,0,0,0,0,0,0,0,0,0,0,224280,0,1920,0,0,0,702840,0,0,0,2880,212160,0,12360,0,0,0,0,0,492000,0
SMDVR,0,0,475680,840,0,0,0,1105800,0,0,0,20640,0,0,0,1322640,0,0,0,150120,0,20040,130080,107760,0,0,0,0,0,0,0,45960,0,72360,0,963000,40920,135000,0,0,0,0,0,283320,89040,0,0,0,0,388200,0,0,0,0,0,40080,0,0,110640,720,483600,419400,90600,0,0,6960,790200,268200,0,0,0,161400,87960,0,35280,0,0,820080,31320,0,0,0,0,0,286200,0,198240,171960,149520,0,0,0,0,0,0,669960,176400,0,0,737640,1320,0,140160,0,0,0,0,0,46680,0,1338120,0,43680,310920,1052640,0,15840,61200,0,618840,0,0,0,282960,25080,0,23160,0,193800,0,0,0,0,0,5640,0,0,0,802920,0,0,0,0,0,0,0,0,0,0,0,80760,0,408000,41400,0,0,0,0,226200,0,9600,0,4800,944160,3622320,5040,0,195240,1657800,372960,85680,37680,0,979440,0,0,168840,0,0,0,0,0,0,0,0,0,0,138600,0,568920,0,0,17880,6360,0,10200,0,255840,0,0,0,0,11040,0,23520,81240,0,480,2040,45360,290040,0
CEPDL,0,0,6000,0,0,0,0,176640,0,0,0,960,0,0,284520,297240,0,0,0,6120,344880,0,0,0,348120,0,0,0,0,0,55680,0,0,83880,196800,0,0,0,592680,8040,0,0,0,245640,0,0,0,0,0,720600,834240,0,0,0,720,0,0,0,0,0,0,0,0,0,0,73920,181560,0,0,0,0,0,1200,116520,0,0,342000,0,0,0,220920,0,0,0,0,0,794280,9720,0,0,133080,0,0,0,0,9480,0,459960,0,0,0,148680,652440,0,71280,0,214680,123960,18120,0,0,493320,206040,0,389880,0,85560,0,523800,332520,0,4080,0,0,0,0,0,4440,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,13200,0,0,46320,0,0,6720,0,0,0,0,0,0,0,0,0,0,258840,249720,0,0,22800,0,0,0,10800,38160,0,0,0,0,0,0,0,0,0,363240,0,0,0,0,0,0,977520,0,0,133920,0,0,0,166920,0,0,0,0,0,0,1560,30480,0,0,0,0
ASJL,0,0,18960,0,0,0,585600,0,0,57840,0,0,0,0,41400,0,0,0,0,0,25680,0,0,0,71760,1159920,306840,0,0,0,0,0,0,148200,0,0,0,27120,15360,1955280,0,0,0,0,0,0,89880,0,0,24600,0,0,0,0,0,0,111840,0,0,0,0,18120,0,0,0,0,0,0,0,61920,0,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,29400,19920,0,21360,0,0,0,0,0,0,0,1680,0,0,0,0,0,4920,0,0,0,0,0,0,0,0,14640,0,0,0,0,0,0,203040,0,0,0,0,53400,0,0,56280,0,0,0,0,43200,6840,0,0,0,0,0,0,0,0,0,0,61680,0,0,0,0,12960,0,0,0,0,0,0,178560,0,0,0,0,0,0,0,0,0,0,4440,5400,6240,0,0,2197920,0,0,0,0,27840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPVL,0,222480,52680,0,0,0,25920,37680,0,0,0,0,0,0,0,187800,0,0,0,0,0,0,74760,0,74160,0,0,45960,0,0,52920,0,0,51360,29520,39720,0,0,0,119520,0,270480,0,54720,0,0,0,0,0,938880,600480,0,0,0,36240,266280,65640,0,0,0,0,683400,220440,25920,53760,0,0,177000,0,0,81720,0,59040,0,62520,0,0,0,0,0,563640,0,0,0,856080,0,0,0,0,0,113760,0,0,0,0,0,0,0,295080,0,0,0,923040,32400,67920,0,236280,0,0,0,132120,0,0,6360,493680,185280,549120,32640,0,471000,0,0,0,0,453600,0,0,0,39000,0,37920,0,0,0,0,802920,0,43200,0,0,0,0,0,0,73320,0,0,0,0,20400,0,0,684360,0,0,0,0,521400,120,0,0,0,156480,0,0,0,3480,391200,0,0,82320,0,0,0,0,0,0,0,80520,0,0,0,64080,0,0,0,0,0,0,0,0,0,0,0,0,223560,0,0,0,357840,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,54840,0,0,23040,35280,0,0,205440,0,0,0,595320,6600,0,57120,0,477840,0,281040,2400,6360,11400,0,24360,240,0,44640,0,0,0,0,0,19080,0,0,114120,0,61680,44760,60600,3600,0,150840,0,0,0,105960,0,0,38280,22800,660840,0,98280,63000,0,0,0,0,10440,732240,0,202080,0,0,0,40320,0,0,0,0,0,0,0,0,0,360,0,0,1680,164160,0,10080,0,0,0,0,0,0,0,0,0,0,0,0,44880,37800,0,0,241680,42240,0,0,0,13440,0,0,0,101160,33240,0,0,14760,0,0,0,0,81840,3120,180960,10440,0,0,28560,0,0,0,0,48240,0,0,0,0,0,320400,0,6600,6840,0,0,0,0,16920,0,30600,0,0,0,0,0,0,0,0,0,0,494640,428400,0,17040,0,2040,0,0,0,0,7920,238680,5640,22800,62400,84720,30720,33240,6120,151920,458280,20160,0,0,54720,0,0,220440,0,218640,0,0,0,0,54480,32040,296400,0,19440,0,107280,0,0,125280,187200,0,52320,147240,0,75600,0,0,0,0,0,0,0
RIFR,840,0,0,720,2040,0,0,381600,55320,8400,0,0,0,0,0,0,0,0,16200,0,0,343440,0,18000,0,0,0,0,47520,30840,0,14760,10920,0,0,0,0,0,0,0,0,0,0,4080,0,82320,0,0,0,0,0,0,234840,534240,4680,0,0,0,87960,17160,0,0,0,20160,0,0,0,0,26760,0,0,0,0,0,0,0,0,0,0,0,0,0,1180200,0,0,2280,0,0,0,2640,0,0,0,109200,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23520,0,0,0,0,0,0,0,3960,0,487560,2760,0,208800,221640,0,0,0,0,0,0,0,0,0,0,0,38520,289200,0,0,78120,0,0,0,0,0,585720,101640,0,0,0,69480,0,0,0,0,0,0,0,6240,0,0,0,11040,0,0,97920,0,195720,0,448680,0,85560,144480,249120,408600,0,0,0,0,0,0,0,0,343440,0,0,940320,0,155400,0,0,89280,0,0,0,0,0,0,0,0,0,0
SABD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVR,545400,0,0,0,1680,0,0,0,0,0,0,24000,576120,0,0,147360,0,0,40320,0,0,0,0,0,0,0,0,0,264960,0,0,0,0,0,0,0,0,296040,0,0,244080,0,223560,0,200160,0,0,0,0,0,0,0,37200,63000,0,0,0,459960,0,6240,47280,0,0,0,0,0,82920,0,0,0,0,307320,0,0,0,0,0,0,447840,227640,66840,0,12720,0,0,96840,0,67560,0,0,0,235200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704200,0,5040,0,38760,77520,0,133440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37320,0,0,185160,0,0,0,0,16920,0,0,2880,0,0,79320,0,0,0,0,0,0,0,0,0,6480,0,0,0,0,0,0,0,0,0,134160,54840,42120,0,0,0,0,325200,0,0,87600,0,0,0,5640,0,0,32400,0,0,0,0,0,0,0,0,0,480480,0,0,119280,0,0,101280,0,0,0,0,0,5520,0,0,0,0,0,43680,0
BWM-DR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34320,0,0,0,0,0,0,0,31800,0,0,0,0,0,0,0,0,0,0,0,18960,0,0,0,0,23640,0,0,0,0,0,0,0,0,5520,0,0,0,0,0,0,0,0,0,0,499560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378720,0,0,0,0,0,1130760,0,67440,0,0,29280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33240,0,91560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179760,0,0,0,0,0,0,557160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620880,0,0,0,0,0,0
SIBVR,6720,13920,13680,239520,360,0,0,120840,0,0,0,158280,15840,0,0,0,8160,59520,66480,0,0,143040,325920,0,0,0,0,0,290160,0,0,0,6120,146640,0,480,344880,1054800,28320,0,4200,0,0,157320,126480,0,0,0,0,0,164640,136800,0,2280,421800,0,0,0,0,0,1220520,236040,68640,0,0,0,116640,0,3480,28800,77520,5880,320400,3960,0,155520,0,0,0,8040,17280,0,0,0,46080,0,45360,13680,134880,57480,23640,0,0,8520,10080,183600,106680,0,36600,0,0,0,678840,0,0,0,0,0,5160,13200,84960,522960,753600,0,0,27360,0,375600,0,22800,361560,0,0,28800,0,0,1144080,134040,18120,0,21840,0,0,0,278400,0,0,0,73320,30600,0,0,0,0,0,0,0,0,63240,123360,87600,0,569640,0,0,0,0,9000,113640,0,373920,2040,82440,120000,0,474120,1301400,1118880,98400,0,69240,55320,1560,19920,0,0,0,172320,0,0,0,0,89640,0,0,0,42000,0,0,249840,57840,47040,355680,259560,0,303720,0,39120,176040,40920,0,7320,663720,21720,0,0,0,0,0,0,81960,0
ADLR,59400,0,0,15240,0,0,0,0,5400,69720,0,0,0,0,0,0,0,0,17280,0,0,286680,0,36360,0,0,454920,0,643800,0,0,12840,18120,0,0,0,0,0,0,0,0,0,0,0,0,168600,84240,0,0,0,0,0,324960,0,90120,0,0,0,10440,6360,0,0,0,658080,0,0,0,0,0,0,0,43680,0,0,0,0,0,4680,42840,0,0,0,891240,0,0,60840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19080,0,0,235320,0,0,0,0,0,0,0,0,0,0,0,0,0,36960,0,0,0,0,0,0,0,0,0,0,0,637800,0,0,1380480,0,0,0,0,0,0,0,38520,0,79320,0,0,0,958320,318840,0,0,0,0,0,0,0,13320,0,0,0,0,0,0,0,2640,0,6960,0,0,0,0,0,0,64800,0,0,168960,0,0,0,20040,0,0,132720,677640,93360,0,0,840,0,92280,121200,13440,0,61680,0,0,0,0,309120,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,0,0,0,0,0,0,5880,1320,430560,11640,0,0,0,105360,0,0,0,0,0,0,0,86520,0,0,0,0,0,0,14880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729320,0,0,0,0,0,0,1822920,66840,0,0,0,0,7200,673200,0,0,0,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095120,0,0,20280,0,0,0,0,0,0,19320,186840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295560,0,0,780120,72840,0,0,0,0,0,0,289200,0,0,0,0,958320,0,24000,0,0,0,34680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83160,0,186120,0,17760,0,0,0,700560,0,0,0,0,0,0,0,0,0,0,0,48600,0,0,0,0,0,0,0,0,1920,0,0,0,0,0,0,0
ASIR,0,0,0,12120,0,0,0,3840,67440,0,0,153840,0,229560,0,0,0,0,0,0,0,161280,0,16800,0,0,0,0,1440,0,22680,7440,36480,0,0,0,0,12960,0,0,0,0,0,0,161640,313440,0,0,0,0,0,0,158520,0,0,0,7680,0,0,128880,0,0,0,1939800,0,0,0,0,0,0,0,39240,0,0,0,0,0,0,29280,0,0,0,0,0,0,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160,0,0,1021200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117120,0,0,0,298680,0,0,91080,180000,0,0,0,0,0,0,0,0,0,0,0,318840,24000,0,0,0,0,698280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18720,0,0,26280,0,0,0,0,0,0,0,0,0,0,0,0,78600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SABVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63240,0,0,0,0,0,95760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12480,0,8400,0,37560,0,0,0,0,0,0,0,0,0,0,63480,33960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,2760,0,33720,190800,0,0,0,23640,0,220920,0,0,0,0,64440,0,0,0,0,138000,0,0,0,0,229920,7200,0,0,0,560040,0,10080,0,0,0,0,0,276360,0,0,0,0,0,0,0,0,480,0,0,0,0,4920,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314360,0,0,0,0,0,13200,0,20400,0,78120,0,0,0,123360,0,0,0,0,0,0,0,0,0,0,180360,0,0,0,0,47640,0,0,0,0,0,0,79680,0,86400,336360,0,0,0,0,128640,0,0,46920,0,0,0,219000,0,0,0,0,0,0,0,582240,0,0,0,0,0,454800,0,0,686400,0,0,190200,0,0,0,0,69000,0,0,0,0
VB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140160,0,0,31080,0,0,0,0,0,0,0,1800,0,0,0,0,0,6360,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,2280,0,0,0,28440,36720,0,0,0,0,0,0,0,0,0,0,0,0,0,171480,0,403320,0,0,0,0,0,0,0,0,0,2280,1873800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,139440,0,0,0,0,0,0,0,0,0,80760,0,61680,0,0,0,0,0,0,87600,0,0,0,95760,0,0,0,0,0,0,0,0,0,0,0,73320,0,80040,0,0,0,0,33240,0,142440,0,33480,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0
ASGR,0,0,0,0,0,0,0,0,9000,150480,0,3240,0,0,0,0,0,0,0,0,0,375720,0,0,0,0,0,0,87720,0,43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411000,0,0,0,0,0,0,0,3600,0,0,0,0,0,12120,0,0,0,149040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423960,0,31200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,0,0,0,0,1087800,0,0,30600,1216560,0,0,0,0,0,0,0,0,0,0,0,0,34680,698280,0,0,0,0,0,0,0,0,0,0,0,0,41760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,180480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDDL,0,6480,0,454440,19800,0,0,0,0,0,0,0,0,0,22320,12120,0,15480,0,0,0,13440,0,15120,0,0,0,0,130080,0,0,189240,0,40920,6960,345600,0,0,0,0,0,0,0,659280,0,0,0,0,0,1180560,0,0,0,0,0,2640,0,10680,0,0,0,19920,0,0,91440,135000,132840,10920,89040,0,0,11040,90840,994920,155400,0,0,0,0,0,0,0,0,89400,1422240,7320,0,0,0,272280,14280,0,0,0,209400,66120,2640,28200,94440,0,413160,600,244200,0,0,0,60600,29520,0,0,1686240,645600,32520,930000,2201280,1320,0,33840,0,191160,94920,0,0,0,88560,0,450120,265560,4070760,0,0,0,0,1800,0,408000,46320,0,684360,0,0,0,0,179760,569640,0,0,0,0,0,0,0,0,624000,0,0,0,2792400,0,0,76080,0,0,185520,366240,77880,599640,96600,602040,0,0,0,0,0,0,0,112080,0,0,0,0,0,0,0,0,28080,0,0,0,0,0,0,162240,8400,0,120120,0,0,0,0,0,10800,0,507720,0,239280,5880,45240,0,0,240,0
BWM-DR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230160,0,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,21840,0,0,0,0,0,0,0,0,0,0,0,0,4320,37920,6240,0,0,0,0,0,5760,0,0,0,63000,0,182400,7920,0,0,0,0,0,0,0,0,0,0,0,140160,65640,4560,0,0,0,0,0,0,41400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624000,0,0,0,0,0,0,0,0,0,0,0,225120,0,0,6720,0,0,0,0,0,0,0,0,89520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327920,0,2121360,0,61440,0,0,0,0
AIYL,0,0,1906080,0,45120,0,45120,0,0,0,0,136200,0,0,0,62760,0,0,0,0,0,46440,0,0,119040,0,0,0,0,0,90720,0,0,0,0,0,0,0,0,178440,0,0,0,0,0,634440,0,0,0,0,0,24360,58680,83880,55560,0,71040,0,34800,0,0,176040,651720,470400,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412800,110760,0,0,0,0,0,0,0,0,0,503520,1164840,0,0,0,44160,31560,0,0,0,74160,519720,0,0,91560,0,0,0,2804640,0,0,0,1978800,4440,0,0,0,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513120,0,0,575880,70680,0,0,0,0,0,0,0,0,1776000,0,81120,30960,0,0,0,73080,0,0,0,0,0,0,0,0,0,0,0,302040,0,0,0,0,0,0,0,0,0,0,0,0,0,80040,0,0,0,0,0,0,0
AVJL,13920,0,0,0,0,0,0,111120,153360,0,65760,0,0,0,25680,347040,81240,0,1405080,0,0,0,0,0,13920,0,65040,0,13560,14640,0,0,0,0,0,15840,0,600,28080,25560,0,0,0,0,0,0,159120,0,0,0,0,292920,0,537480,27000,0,0,0,7440,0,27720,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,9240,0,0,0,155160,0,99360,0,0,39960,0,0,0,0,0,9360,0,0,0,0,0,0,0,23880,48120,0,0,0,0,0,0,0,127920,12960,0,0,0,0,0,0,0,21120,22200,17160,2160,0,0,0,0,0,0,0,0,0,206640,18240,0,114600,0,0,6720,12960,0,494640,585720,0,6480,0,0,13320,0,0,0,180360,0,0,0,0,0,0,148920,0,0,0,4200,0,0,0,3480,136800,18360,0,0,100680,0,0,11760,0,214200,699120,0,0,0,6120,0,0,630600,34920,234840,0,0,0,0,82080,348840,61560,0,35880,0,0,523920,0,258120,148920,0,0,0,0,0,0,4680,0,0,0,0,0
