,AWBL,SABD,AWBR,CANL,PVDL,CANR,RMFR,SMDDR,SMDDL,SAADR,URXR,RIH,RIGL,ADER,ADEL,FLPR,FLPL,ASKL,AIAL,URAVR,URYVR,IL1VR,RMDR,RMHR,URAVL,PVR,AVM,BWM-DL08,BWM-DL04,BWM-DL05,BWM-DL07,BWM-DL03,BWM-DL01,BWM-DL02,BWM-DL06,AVAL,URXL,IL2VL,IL1VL,RIBL,OLQVL,CEPDL,BWM-DR07,BWM-DR05,AIBR,URBL,URYDR,OLQDR,BWM-DR01,BWM-DR03,CEPDR,BWM-DR06,BWM-DR02,BWM-DR04,AVAR,OLQVR,OLLR,IL2R,IL2L,IL1L,SAAVL,AVJL,AVHL,RIVL,ALNL,SDQL,ALMR,RMDDL,ALNR,IL1R,AINR,AVJR,AVHR,SDQR,SMBDL,CEPVL,RIMR,RMFL,ADAR,BAGL,ASER,BWM-VR08,BWM-VL06,BWM-VL02,RMDVL,SIAVR,AVDL,PVCR,RIFR,BDUR,AVBR,AVFR,AVFL,ASHR,AIAR,ASKR,PVQR,RMGR,ASJR,AIMR,ASGR,PVPR,AVBL,BWM-DR08,URBR,RMDL,URYVL,BAGR,AVKR,AVKL,SIADR,SIBDR,ADFR,AWAR,AWCR,ASIR,AINL,AFDR,AUAR,AIYR,SMBDR,SMBVR,PVPL,AQR,PVCL,SAAVR,SAADL,SMDVR,RMDVR,SIAVL,RMHL,RICL,SIBVR,RID,AVDR,ALML,BDUL,ASHL,ADFL,RMGL,PVQL,AIML,ASJL,AIBL,AUAL,AFDL,ASGL,BWM-VL04,BWM-VL01,BWM-VL03,BWM-VL08,BWM-VL07,BWM-VL05,AVEL,ADLL,AVER,ALA,ADLR,BWM-VR06,BWM-VR02,BWM-VR04,BWM-VR07,BWM-VR05,BWM-VR01,BWM-VR03,AWCL,RMEV,CEPVR,AIZR,RICR,ASIL,DVA,RIGR,DVC,PVT,ADAL,RIML,SIBVL,SIBDL,SIADL,RIR,AVL,RIVR,RIS,SMDVL,RIAR,RIAL,RIBR,IL2VR,URADR,IL2DR,IL1DR,OLLL,RIPR,SMBVL,AIZL,AIYL,AWAL,ASEL,RIFL,RMEL,RIPL,RMED,RMER,RMDDR,URYDL,IL1DL,URADL,OLQDL,IL2DL
BWM-VL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746127,5744,0,0,0,0,0,2117744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5406,8110,0,0,0,0,0,0,0,0,0,0,1498675,0,0,0,0,0,0,0,284866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214579,0,0,0,110499,0,0,0,0,0,0,0,0,0,0,0,145305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39874,0,0,0,0,0,0,0,0,0,0,0,214241,0,0,0,0,0,0,0,0,35819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,0,640020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933483,0,0,0,0,0,0,0,0,0,0,0,0,0,158146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354816,0,0,0,0,0,0,0,0,0,0,0,64880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL05,0,0,0,0,0,0,0,0,3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190586,0,0,0,0,0,0,0,839393,0,0,0,0,0,0,0,0,276756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113879,217282,1578424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10475,5287096,0,2933483,0,0,0,0,0,0,0,0,0,0,4392,0,27033,0,130099,0,0,0,0,0,0,0,0,0,0,0,20275,0,0,0,216606,0,0,48998,0,0,0,0,0,0,0,0,314265,0,0,0,0,0,0,0,70963,0,0,0,0,0,0,0
AVEL,0,0,0,0,136181,0,406517,43591,463964,321024,0,65556,448419,0,0,25344,261550,0,0,0,1187450,0,0,0,0,49336,67921,0,0,0,0,0,0,0,0,32778,357181,0,0,436930,0,0,0,0,542361,93603,1017477,45281,0,0,846827,0,0,0,0,55418,2927400,0,175380,297031,0,0,131450,143278,0,131112,0,38522,0,522424,0,106444,0,0,0,43591,660295,0,8785,468695,0,0,0,0,133478,740720,0,602849,0,0,49674,4392,0,0,0,0,0,0,0,0,0,0,741734,0,0,169635,0,1767659,1240842,1087426,643399,0,0,0,0,0,0,0,0,0,431523,0,0,93603,175042,68259,43253,45957,355491,0,0,0,93603,182476,1341880,31764,0,84142,0,726865,0,3379,0,1085061,443688,0,0,0,0,0,0,0,0,0,26695,76032,399759,0,0,0,0,0,0,0,0,0,106782,723148,1616609,0,0,1338501,24668,0,26019,141250,1017477,0,0,174028,180111,0,43591,836689,658268,70963,0,2509056,0,0,0,0,0,0,0,1536184,0,0,0,40888,0,0,120299,92928,455854,102389,14868,0,0,124354
ADLL,1216512,0,0,278108,0,0,0,0,0,0,0,0,19937,0,0,0,0,1756508,791746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294571,4055,0,0,0,20951,0,0,0,0,2027,0,0,0,0,0,0,0,0,88872,0,0,0,129761,27033,12840,141588,86845,0,0,0,0,0,0,0,0,307169,337582,0,0,0,0,0,0,0,0,0,0,0,0,0,93603,0,0,0,6420,12840,255129,0,40212,1099591,0,0,0,0,0,0,132126,0,0,0,67584,0,0,0,4392,0,0,0,1710213,25344,0,0,0,0,0,0,365967,0,579532,0,0,0,0,0,0,0,0,0,928604,11489,0,1032345,0,212551,1249628,3041,29399,1441566,0,0,9799,0,0,0,0,0,0,26695,0,0,1292206,537968,0,0,0,0,0,0,0,1417574,0,0,0,0,141250,0,0,0,0,628193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237895,0,1220229,2703,44605,2023464,1905530,109486,0,0,0,0,0,9799,64880,27709,125706,123002
AVER,0,0,0,0,0,163215,97320,558243,55418,68597,234516,126382,419358,0,15206,36495,492349,0,0,0,0,0,344678,0,0,0,226406,0,0,0,0,0,0,0,0,0,6420,0,337,2946662,28385,689356,0,0,906301,0,103403,51363,0,0,47646,0,0,0,188559,0,0,114892,0,276418,68259,94617,0,127057,0,241612,137871,492349,0,172677,0,0,0,44943,725852,524451,954624,0,26357,1498337,0,0,0,0,495052,124692,685301,94279,129761,3041,734300,0,0,138885,0,0,35143,1064785,339609,268984,0,0,183828,0,0,0,1338839,0,1732515,604538,242288,0,52715,0,0,0,0,0,583587,0,0,198021,450109,0,435578,88197,72314,763361,150374,716728,0,0,0,0,0,0,0,0,2365,0,0,0,0,412600,0,0,0,0,0,0,0,0,0,76032,0,0,292976,0,0,0,0,0,0,0,0,0,266956,8110,1742653,0,0,1756508,166932,125706,0,25006,566016,149698,192614,344678,265605,144291,135843,1338163,32440,0,89548,475115,0,0,142602,161525,3575531,0,85493,1882552,0,0,0,0,54405,0,25681,0,0,891432,0,0,47646,0
ALA,0,0,0,460247,152064,465315,0,33792,36833,0,147333,0,0,8110,41902,0,0,562636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190248,0,0,0,0,0,0,0,3041,45281,43253,116920,0,0,0,0,0,0,0,0,27033,46632,74342,19599,0,50012,144291,0,4055,0,16220,0,11489,21964,0,35481,99010,0,0,0,0,0,0,0,96983,0,0,0,0,0,66232,0,0,0,0,0,174028,0,0,517355,818442,0,525803,75018,0,0,0,0,16220,0,0,0,0,0,50012,35819,0,0,8785,0,0,0,0,0,0,0,0,0,0,21626,0,0,0,0,0,0,0,0,83804,0,0,0,0,0,1076951,27033,376780,0,0,0,0,0,0,0,0,0,0,399759,1292206,292976,0,692398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80424,62853,0,0,0,0,0,0,0,0,0,5406,0,61839,24668,0,0,0,0,20613,3379,0,0,0,0,0,0,41902,67246,7772,75018,21288
ADLR,0,0,1336473,0,0,100024,0,0,0,0,16558,0,0,0,0,0,0,0,0,0,38522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273282,0,58798,45957,0,0,0,0,0,0,192276,87183,182814,91238,0,0,0,256481,505866,0,0,0,0,0,0,15544,0,247357,205793,0,0,0,0,0,715038,0,2180259,0,0,0,0,0,677191,72314,216944,0,94955,10813,418007,1557135,668405,2258319,1075599,177745,2703,0,0,437268,0,0,18585,0,0,0,0,0,0,0,133816,1952501,1757859,548106,0,0,0,56770,0,1549701,0,0,4730,0,0,0,0,0,0,0,0,0,108810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537968,0,692398,0,0,0,0,0,0,0,0,210186,0,0,5744,0,0,0,57446,0,0,0,0,0,16896,0,0,0,0,0,0,0,0,0,0,0,0,117258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VR06,0,0,0,0,0,0,11827,0,0,53729,0,0,0,0,0,0,0,0,0,0,0,0,104079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758,0,0,0,0,0,0,0,52377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469181,0,0,767416,0,0,0,0,0,0,0,0,0,0,0,0,571760,0,0,0,0,0,0,43253,556216,0,0,0,29399,0,2027,0,0,0,0,0,0,0,0,0,50688,0,0,0,0,0,0,0,0,28723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28723,4956272,0,0,3379,0,0,0,654888,0,0,0,0,0,0,0,0,530872,0,0,0,0,0,0,0,79749,0,16558,0,0,0,0,0,0,16558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VR02,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,939417,0,99686,71301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2466478,138547,0,0,0,7772,0,0,0,0,0,0,0,0,0,24668,0,824186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537292,0,0,0,0,0,0,0,0,0,0,0,0,201400,0,0,0,0,0,0,0,64542,0,0,0,0,0,17571,0,0,0,0,0,0,0,0,0,129761,0,0,0,0,0,0,8110,0,440309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28723,0,6845921,0,0,1103308,32778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28385,0,0,0,46295,0,0,0,0,0,0,1174609,0,0,19937,303452,0,0,0,0,0
BWM-VR04,0,0,0,0,0,0,91576,0,0,0,51363,0,0,129423,0,0,0,0,0,64880,0,0,910356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451461,5068,31426,2489456,0,0,0,0,0,0,0,0,0,28723,0,0,0,0,0,93265,0,0,0,0,0,0,0,0,3379,0,0,772485,0,0,1711564,0,0,0,0,0,0,0,0,0,0,0,0,614000,0,0,0,0,0,0,22302,703211,0,0,0,0,0,64542,0,0,0,0,0,0,0,0,0,308183,0,0,0,0,0,0,0,0,833310,19937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956272,6845921,0,0,0,8110,0,0,0,1462517,0,0,0,0,0,0,0,0,259522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750520,0,0,0,33116,0,0,0,0,0
BWM-VR07,0,0,0,0,0,0,0,0,0,87859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309926,0,24330,0,100362,75694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72990,0,0,0,0,0
BWM-VR05,0,0,0,0,0,0,0,36833,0,12840,0,0,0,0,0,0,0,0,0,0,174704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499783,0,0,0,0,0,0,631234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114554,400097,0,0,4392,0,0,0,0,0,0,0,0,3309926,0,137533,5377320,0,265605,777891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271349,0,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127733,0,203089,0,0,0,0,0
BWM-VR01,0,0,0,0,0,0,0,122327,0,0,0,0,0,0,0,0,0,0,0,2251898,62177,849530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,54405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319672,0,0,0,0,0,0,66570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624476,138885,0,0,0,0,0,0,0,0,3379,1103308,8110,0,137533,0,4278067,0,32102,1315184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36157,0,0,0,0,0,0,0,0,140574,0,0,0,0,0,0,0,0,297707,63528,212889,0,0,0,0,0
BWM-VR03,0,0,0,0,0,0,0,45957,0,0,0,0,0,0,0,0,0,0,0,597104,224378,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323389,0,0,0,0,0,0,229109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285204,1153320,0,0,27033,0,0,0,0,0,0,32778,0,24330,5377320,4278067,0,0,349747,472074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440985,0,0,0,52039,0,0,0,0,0,0,0,0,0,0,0,1351,0,1013760,0,10813,0,0,0,0,0
AWCL,234178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650158,2794598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676515,0,0,0,191600,0,0,0,0,574126,7434,56094,58460,0,0,0,0,0,0,117596,0,64542,53391,140236,2027,0,0,0,0,0,0,0,0,0,0,74004,0,0,0,0,103403,0,0,0,1285109,1520977,0,0,0,0,0,0,0,0,0,0,0,0,0,1834567,157808,0,0,0,0,593387,0,0,0,0,0,0,481198,0,0,0,0,3717,0,4703508,2929090,646778,133478,0,1398988,0,0,0,0,0,73666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922670,174366,524113,1797734,0,0,0,0,0,0,0,1417574,0,0,210186,0,0,0,0,0,0,0,0,0,253440,828241,0,5772011,0,0,0,0,0,544727,0,316968,0,0,0,0,0,0,81100,0,0,0,0,35143,59136,141250,0,0,483225,2294476,50688,3330539,0,0,0,0,0,0,0,65894,0,15544,50688
RMEV,0,0,0,0,0,0,0,7772,60149,0,0,2117744,193966,0,0,0,0,0,0,616028,1337825,643737,0,0,508569,0,0,0,0,99348,0,485591,321361,0,0,0,0,511610,335892,1522667,447406,0,0,34129,162539,0,371712,72314,398407,705914,0,0,35819,0,0,0,1853829,861020,671447,3717,0,0,0,0,0,0,0,1472993,0,101038,0,0,0,0,0,0,1813616,84480,0,0,0,0,0,0,237557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132464,0,0,0,1767659,0,18923,0,0,0,0,0,0,0,0,0,0,0,0,358533,0,0,0,0,0,940093,321699,154767,0,97320,302438,0,0,0,0,215592,0,0,0,0,0,376442,36157,0,0,0,90562,238909,0,158146,130099,106782,0,266956,0,0,0,0,0,100362,265605,32102,349747,0,0,0,0,0,0,244992,622786,206807,1866670,0,203089,0,42577,0,444702,1896407,0,3355883,1547673,0,0,1511178,384215,726190,73666,239247,2363750,340285,401448,29736,0,0,0,0,2587791,168284,10292029,2694912,1377024,142602,341975,445716,27709,243640
CEPVR,0,0,0,0,0,0,50350,0,0,0,193290,2675312,0,268646,0,0,0,0,0,475791,1160417,1591603,1591265,520396,0,17909,26357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12840,0,1351680,1404395,0,0,0,0,29061,0,40212,0,0,724500,0,0,40888,6420,0,0,135168,0,0,0,0,0,527493,0,823511,0,0,237557,110499,72652,45619,61163,46632,0,233164,0,0,0,31426,161863,323389,183490,222351,167270,0,0,0,1977169,156119,0,0,0,0,0,527493,0,0,97658,242626,116244,0,225392,0,0,1012746,0,0,67246,0,0,0,0,0,434565,956989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723148,0,8110,0,0,654888,0,1462517,75694,777891,1315184,472074,253440,0,0,0,1084385,0,0,0,0,8448,0,0,171325,0,0,0,0,0,1217525,855613,1899110,13854,296693,618055,0,0,0,0,650496,0,0,0,0,0,0,0,0,0,0,1529763,0,0,0,0,0
AIZR,0,72990,2073477,0,0,0,92928,0,0,0,156456,1070192,9799,0,0,0,0,0,0,0,14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124354,0,39874,4730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244654,0,0,0,0,0,0,0,0,0,0,0,81100,0,3023708,0,0,707604,893798,0,0,0,0,0,0,0,162539,0,243978,0,0,636979,2035630,0,0,30074,0,116244,457881,7096,0,0,0,0,0,0,675,291287,315955,209510,2990254,2935511,47308,56432,17233,1800099,748154,3408599,3342366,2382673,0,2703,0,0,0,0,0,0,0,0,0,0,12165,0,0,0,0,0,0,0,0,1843691,0,0,0,0,0,0,0,0,0,1616609,0,1742653,0,5744,0,0,0,0,0,0,0,828241,0,0,0,17909,0,2252912,2005555,12840,226744,0,0,30074,255805,0,977940,0,0,0,0,3853639,10137,2294814,0,0,23654,6758,0,0,0,1033021,42577,0,732948,0,0,0,0,0,0,0,0,0,0,0
RICR,0,104079,0,0,0,0,0,973885,1216174,85493,653875,0,0,0,0,675,215255,0,0,0,0,48998,25006,2450257,33792,0,14530,0,0,100024,90900,0,0,0,0,1436835,953948,48998,103065,0,101376,672460,105768,111175,404152,1016125,28723,171663,0,72652,851558,0,0,0,2570219,349071,85493,184842,143953,0,72314,255467,0,922183,0,395028,94955,286556,0,0,0,135843,0,567705,323727,1369589,287232,0,581898,0,0,0,0,0,34129,1381754,1208064,43253,0,0,0,0,0,0,0,0,0,1181030,0,544051,47984,0,212551,0,1486848,33116,231137,0,213565,189573,656578,803573,0,0,0,0,0,0,38184,0,752209,855951,0,77045,16896,2703,21288,442675,105768,155443,1246924,2923345,510259,112527,332513,0,0,0,0,338257,0,0,0,235530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084385,17909,0,0,5744,0,0,0,75018,295342,1171906,69949,177745,0,0,633600,241274,690708,0,154429,0,92928,131112,145981,0,0,0,90900,0,0,0,0,0,0,123002,0,0,0,0,0,44267,464302,70625
ASIL,298045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411586,1285785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181125,0,0,0,129761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147671,112865,33454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111851,0,0,0,0,149698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62177,0,0,0,0,0,0,3138938,182138,490659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282501,314265,0,492687,1400678,0,0,0,0,0,0,0,141250,0,0,0,0,0,0,0,0,0,0,5772011,0,0,0,0,0,0,0,0,0,0,288921,0,0,0,0,0,0,0,0,0,101038,0,0,0,0,0,32778,0,0,38522,626165,407869,451799,0,0,0,0,0,0,26695,53729,0,95293,87859
DVA,51025,4392,47984,0,0,0,10813,0,0,141926,214917,474777,0,324065,186193,219648,827228,0,0,41902,57784,35481,0,0,84142,269322,566691,0,0,0,0,0,0,0,0,904273,268308,36495,91238,947189,50688,0,0,0,482211,200386,47646,0,0,0,0,0,0,0,151726,91914,0,0,0,0,0,1351,1010042,30074,0,1531791,0,0,0,0,0,0,1999810,2043402,1145548,0,355153,0,1214822,284190,0,0,0,0,0,2045767,727541,1483468,0,0,1553080,161187,87859,12840,0,0,0,0,0,0,0,1611202,1366886,0,673812,0,23316,151388,0,0,906639,126382,166594,0,0,0,0,0,467343,0,863047,184842,1268551,5339811,721459,0,29736,1056675,0,2595563,0,1345597,3052093,1135411,758292,26357,105431,0,490321,0,0,0,0,553175,566691,0,0,0,0,0,0,0,0,1338501,0,1756508,0,0,0,0,0,0,0,0,0,0,244992,0,2252912,5744,0,0,8785,0,0,755251,107796,3596820,286894,998215,1910937,0,322713,277094,600483,74004,0,224716,0,0,0,0,0,37171,518707,2248181,0,5068,0,0,0,0,0,0,0,83128,0,0,0,0
RIGR,0,0,81776,0,0,0,599808,0,0,1146562,1229015,260536,1599037,509583,1104322,9461,0,0,0,160849,366981,62853,0,166932,0,0,165918,0,0,0,0,0,0,0,0,5744,0,0,0,11151,0,0,0,0,27709,0,367994,277094,0,0,68597,0,0,0,0,473425,847165,0,0,0,84817,0,170649,735989,0,0,0,0,142264,0,0,0,0,0,675,0,776878,1908572,0,1540239,0,0,0,0,0,0,186869,0,0,0,0,0,0,0,0,0,0,111175,0,0,0,126720,1402368,0,8448,35143,0,84817,432199,1132032,80762,0,554188,0,0,0,0,0,24668,92928,717066,883660,0,637992,0,0,467681,0,90224,0,1011732,0,586967,295342,0,0,0,0,0,0,0,0,0,1774755,0,0,0,0,0,0,0,0,0,24668,0,166932,0,57446,0,0,0,0,0,0,0,0,622786,0,2005555,0,0,8785,0,1471979,2906449,0,116582,0,0,0,1364183,1508812,0,34805,0,467681,0,188221,16896,43253,101038,115568,0,0,21288,332175,67921,0,0,0,0,0,196669,298045,0,0,0,0,0,0
DVC,0,0,0,0,0,0,2850017,675,0,0,2027,244316,3540049,0,0,0,0,0,0,52377,176056,186193,81438,0,46970,0,0,0,0,0,0,0,0,0,0,762347,4730,118272,54405,740044,229109,7772,0,0,1938647,0,169635,75694,0,0,99686,0,0,0,1281730,135505,94617,0,0,0,0,0,285542,137533,0,0,0,0,0,0,0,0,0,0,0,0,7772,2800005,0,0,0,0,0,0,0,0,22640,0,0,0,54743,0,0,0,0,0,0,0,0,0,0,365291,158822,0,42577,0,245667,45619,3607633,2823659,0,0,0,0,0,0,0,0,0,0,0,0,151050,1483130,0,0,62853,0,0,0,0,0,0,358871,0,0,0,0,0,0,0,0,0,1192857,0,0,0,0,0,0,0,0,0,0,0,125706,0,0,0,0,0,0,0,0,0,0,206807,0,12840,0,0,0,1471979,0,5603727,14192,189911,0,0,0,3379,578181,791408,0,0,0,0,688343,88535,42915,39198,31426,64880,0,68259,784312,0,0,0,0,81438,0,257832,548782,0,98334,64880,0,132126,41564
PVT,0,0,0,0,0,0,3155496,1013,0,340623,0,79073,1194547,136857,307169,0,0,0,0,344002,163553,8448,82790,0,110499,0,0,0,0,0,0,0,0,0,0,52715,0,48998,78397,400435,282163,7096,0,0,872847,0,100362,162201,0,0,83466,0,0,0,0,182814,150712,0,0,0,0,0,0,735989,0,0,0,0,0,0,0,0,0,0,0,0,0,3876618,0,49674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703,0,0,0,0,0,0,57446,4055,226068,0,2444851,4924846,675,0,0,0,0,0,0,0,0,0,0,0,0,724500,0,0,2027,0,0,0,0,0,1013,1090467,0,0,0,0,0,0,0,0,0,491673,0,0,0,0,0,0,0,0,0,26019,0,0,0,0,0,0,0,0,0,0,0,0,1866670,8448,226744,0,0,0,2906449,5603727,0,0,128409,0,0,0,593049,1963991,75694,1351,0,0,0,832296,111513,62177,5744,67584,0,0,0,0,0,0,0,0,503162,0,537630,138547,0,138547,40888,0,22302,63866
ADAL,153077,0,0,0,0,0,21626,0,0,0,0,0,0,18585,560609,133816,243302,170649,463626,0,0,0,0,0,73328,0,30412,0,0,0,0,0,0,0,0,614676,2315089,21288,19937,0,16896,72652,0,0,27033,557230,0,0,0,0,0,0,0,0,1575383,0,0,0,20613,0,0,0,0,70287,6082,161187,0,0,0,0,0,456867,546078,464640,218972,134492,0,0,0,0,0,0,0,0,0,0,105093,24330,0,0,1215498,52039,60487,0,0,0,0,0,0,0,0,0,1937633,0,0,0,133478,0,0,0,27033,27709,0,0,0,0,0,0,0,0,38184,0,666040,448081,31764,0,526141,138209,0,137871,0,334202,25344,198021,344678,1014435,104417,2576977,112527,987064,177745,17909,0,148346,0,0,0,0,0,0,0,0,0,141250,628193,25006,0,0,0,0,0,0,0,0,0,0,0,0,0,75018,0,755251,0,14192,0,0,2964572,402800,424427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116244,0,0,0,0,72314,0,286894,0,0,0,204441,0,33792,2027,0
