,AWBL,SABD,AWBR,CANL,PVDL,CANR,RMFR,SMDDR,SMDDL,SAADR,URXR,RIH,RIGL,ADER,ADEL,FLPR,FLPL,ASKL,AIAL,URAVR,URYVR,IL1VR,RMDR,RMHR,URAVL,PVR,AVM,BWM-DL08,BWM-DL04,BWM-DL05,BWM-DL07,BWM-DL03,BWM-DL01,BWM-DL02,BWM-DL06,AVAL,URXL,IL2VL,IL1VL,RIBL,OLQVL,CEPDL,BWM-DR07,BWM-DR05,AIBR,URBL,URYDR,OLQDR,BWM-DR01,BWM-DR03,CEPDR,BWM-DR06,BWM-DR02,BWM-DR04,AVAR,OLQVR,OLLR,IL2R,IL2L,IL1L,SAAVL,AVJL,AVHL,RIVL,ALNL,SDQL,ALMR,RMDDL,ALNR,IL1R,AINR,AVJR,AVHR,SDQR,SMBDL,CEPVL,RIMR,RMFL,ADAR,BAGL,ASER,BWM-VR08,BWM-VL06,BWM-VL02,RMDVL,SIAVR,AVDL,PVCR,RIFR,BDUR,AVBR,AVFR,AVFL,ASHR,AIAR,ASKR,PVQR,RMGR,ASJR,AIMR,ASGR,PVPR,AVBL,BWM-DR08,URBR,RMDL,URYVL,BAGR,AVKR,AVKL,SIADR,SIBDR,ADFR,AWAR,AWCR,ASIR,AINL,AFDR,AUAR,AIYR,SMBDR,SMBVR,PVPL,AQR,PVCL,SAAVR,SAADL,SMDVR,RMDVR,SIAVL,RMHL,RICL,SIBVR,RID,AVDR,ALML,BDUL,ASHL,ADFL,RMGL,PVQL,AIML,ASJL,AIBL,AUAL,AFDL,ASGL,BWM-VL04,BWM-VL01,BWM-VL03,BWM-VL08,BWM-VL07,BWM-VL05,AVEL,ADLL,AVER,ALA,ADLR,BWM-VR06,BWM-VR02,BWM-VR04,BWM-VR07,BWM-VR05,BWM-VR01,BWM-VR03,AWCL,RMEV,CEPVR,AIZR,RICR,ASIL,DVA,RIGR,DVC,PVT,ADAL,RIML,SIBVL,SIBDL,SIADL,RIR,AVL,RIVR,RIS,SMDVL,RIAR,RIAL,RIBR,IL2VR,URADR,IL2DR,IL1DR,OLLL,RIPR,SMBVL,AIZL,AIYL,AWAL,ASEL,RIFL,RMEL,RIPL,RMED,RMER,RMDDR,URYDL,IL1DL,URADL,OLQDL,IL2DL
BWM-DR04,0,0,0,0,0,0,0,0,21288,0,0,0,0,364953,0,0,0,0,0,0,0,0,60825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392,0,1209753,3579924,7874549,0,0,0,0,33792,0,0,0,0,0,0,0,0,0,2602659,20275,22302,0,0,0,0,213565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244992,2703,816752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64542,0,550809,0,104079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138547,2489456,0,0,0,0,0,0,12840,0,0,0,0,0,0,0,0,113879,0,0,0,0,0,0,0,0,0,0,0,0,95293,0,10813,0,0,0,0,0,0,0,0,628193,0,0,0,0,0,0,0,0,0
AVAR,0,0,21288,0,0,0,623124,377794,1744005,445040,1351,1689,97996,681584,871157,752547,769105,0,0,0,0,0,47984,214241,0,0,0,0,0,0,0,0,0,0,0,1309440,5068,0,0,0,0,0,0,0,1081344,0,153415,0,0,0,32440,0,0,0,0,0,0,0,0,0,991795,179097,654551,204779,187545,248033,0,259522,0,27371,0,3041,146657,2007244,325754,0,366643,0,700170,1436835,0,0,0,0,0,315955,309872,741058,0,0,1742991,0,0,567367,43253,1689,34129,581898,0,0,6420,671784,1059379,0,0,0,205793,267632,75356,512962,132464,141926,0,0,225730,191938,11489,0,763699,0,3717,0,637655,2542848,585277,2547240,14530,1486848,306155,0,691046,1025925,201062,0,204441,0,0,22640,0,354478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88872,188559,0,192276,0,0,0,0,0,0,0,117596,0,0,0,2570219,0,151726,0,1281730,0,1575383,2760806,0,0,248371,80762,0,600145,4392,433889,1567610,417669,469370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68259,0,0,0,0,0
OLQVR,0,0,0,0,0,0,304803,0,0,0,117596,3309926,0,0,0,0,0,0,0,749168,1481103,1931550,0,664688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10813,579532,1529763,0,0,0,12503,57784,51025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189573,0,0,0,0,0,2291773,6758,51025,21288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509921,0,0,56094,40212,0,0,1097902,2703,0,0,0,7096,0,0,0,0,607918,0,0,3041,0,0,0,0,0,0,73328,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55418,0,0,0,87183,6758,0,0,0,0,2027,0,0,0,1351680,0,349071,0,91914,473425,135505,182814,0,0,14530,0,0,75356,115230,0,139560,0,83804,0,273377,1012408,0,0,0,0,434565,0,0,0,0,0,0,0,0,32440,966451,221675,0,0,0,0,0
OLLR,0,0,0,0,0,0,27033,260198,583587,0,0,0,0,480860,0,0,0,0,0,7096,451461,890419,256481,0,0,0,0,0,0,0,0,0,0,0,0,31088,0,0,1013,0,0,0,0,0,0,0,335554,319672,4730,11827,973885,0,0,0,0,579532,0,2229934,0,0,51701,0,0,0,0,0,0,105093,82114,2827714,0,11489,0,0,0,0,47984,470384,34129,0,9799,0,0,0,13178,142264,0,0,0,0,0,0,1689,0,0,39536,30412,155105,111513,50688,0,0,0,0,1497661,1035386,0,0,58460,675,0,0,0,0,69949,93603,127733,131450,0,0,0,55756,0,0,0,0,1168527,225054,1982576,0,11489,0,65218,0,46295,0,0,0,0,0,0,0,0,140574,0,0,0,0,0,0,0,0,0,2927400,0,0,27033,182814,0,0,0,0,0,0,0,64542,1853829,1404395,0,85493,0,0,847165,94617,150712,0,68259,122327,42577,50350,0,95969,0,270336,328796,7434,0,1078978,0,78397,0,1081681,577505,0,0,0,0,0,19937,0,128747,0,2399907,3214632,2328944,0,277770,0,0,0
IL2R,0,0,0,0,0,0,0,0,0,0,483225,494714,0,609269,0,0,0,0,0,577843,0,1689,99010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886026,0,0,0,0,0,33792,0,1529763,2229934,0,0,0,0,0,0,0,0,0,0,0,0,1899448,0,0,0,0,0,0,0,0,13178,675,14868,0,0,0,0,235192,0,0,0,0,0,48660,3717,0,0,43253,25006,449095,57784,99010,0,0,0,0,1545308,446054,0,51025,0,0,0,0,0,1013,58122,137871,76369,98334,173690,0,0,33116,0,0,0,0,157808,102051,0,0,14530,99010,82790,0,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,114892,46632,91238,0,7772,0,0,0,0,0,53391,861020,0,0,184842,0,0,0,0,0,0,0,135843,0,0,0,0,144629,0,0,0,0,69949,528506,1546321,213565,96645,0,53053,0,0,0,0,6420,0,4068894,0,511272,1611540,0,0,0,0,0,0
IL2L,0,0,0,0,0,0,0,0,0,69611,0,928266,0,0,1002270,0,0,89210,0,0,0,0,207482,0,1340866,0,0,0,0,0,0,0,0,101713,0,0,410572,225054,85155,13516,1590251,0,0,0,0,841758,0,0,0,0,0,0,0,0,0,0,0,0,0,2090373,0,0,0,1013,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,2365,18247,0,0,0,0,0,0,0,0,0,0,77045,64204,0,0,0,0,0,0,0,0,0,0,0,0,44943,0,0,0,0,0,0,0,0,48322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132126,0,148684,19599,0,0,0,0,11827,0,548444,20613,0,98334,0,0,0,0,0,0,0,0,0,0,175380,129761,0,74342,0,0,0,0,0,0,0,0,140236,671447,0,0,143953,147671,0,0,0,0,20613,0,96307,0,0,0,0,0,0,9799,0,0,0,0,0,0,0,2026168,0,284190,0,0,0,39198,0,389621,37509,503162,4349706,0,0,186531,1485834,1547335,130775
IL1L,0,0,0,0,0,0,0,17909,0,0,0,0,0,0,1417236,0,0,23654,0,0,0,0,647116,422737,657254,140574,0,0,69611,0,0,0,3041,649820,0,0,408545,0,757278,1013,0,0,0,0,0,1891338,0,0,0,0,0,0,0,0,0,0,0,0,2090373,0,137871,0,0,127733,0,130099,0,1993052,0,0,0,0,0,0,0,10475,0,0,0,0,2365,0,0,686315,2549944,0,0,0,0,0,0,18247,0,0,0,0,0,0,0,0,0,0,0,0,0,908328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609607,45957,0,0,0,0,0,76369,0,0,0,322375,0,0,31764,0,0,0,0,107120,0,0,0,0,0,297031,27033,276418,19599,0,0,0,0,0,0,0,0,2027,3717,0,0,0,112865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169297,385228,0,0,0,0,0,2120448,0,33454,0,0,0,0,5406,0,0,54067,3396433,451799,368332,777891,287232,0,0
SAAVL,0,189911,0,121651,0,0,0,5056972,538644,483225,0,260198,0,30750,195993,21288,0,0,0,0,0,0,15544,242964,0,0,0,0,0,0,0,0,0,0,85831,3159889,0,0,0,0,0,0,0,0,88197,0,67584,0,0,0,0,0,0,0,991795,0,51701,0,0,137871,22302,0,0,594063,1048227,71976,0,0,37171,0,19937,0,0,678205,80424,0,3107512,3305195,300410,123340,59811,0,0,0,488294,277432,81776,175042,0,0,0,0,0,0,0,70287,0,509583,75018,1689,0,0,0,0,0,51025,0,0,105431,0,0,347381,0,0,4392,50350,0,109486,0,0,2430658,1102632,0,7434,0,1097564,10475,378132,0,59136,98672,7772,0,0,160174,0,0,0,0,231137,0,0,0,111851,0,0,0,0,0,0,0,0,0,0,12840,68259,0,0,0,0,0,0,0,0,0,0,0,0,0,72314,33454,0,84817,0,0,0,2057594,0,36495,114892,0,0,153415,0,1750087,0,1234083,0,0,0,0,0,4392,0,0,0,0,0,0,0,0,0,0,0,0,32440,0,0,0,0
AVJL,0,0,0,0,0,0,0,0,0,0,1351,102389,0,0,21964,0,114216,0,0,0,35819,0,0,0,0,431523,3378524,0,0,0,0,0,0,0,0,0,49674,0,0,0,0,57108,0,0,0,18247,61163,9461,0,0,0,0,0,0,179097,12503,0,0,0,0,0,0,1034373,0,0,0,13178,0,0,0,0,874536,0,0,0,0,594063,0,408545,0,0,0,0,0,0,33792,1595996,778567,1683855,854261,2198845,423075,6758,25681,0,0,50350,453488,0,0,0,55418,449771,0,213903,0,0,0,0,0,1689,22978,0,0,0,0,527831,0,0,855613,0,173352,0,4392,1592616,0,0,0,0,0,0,110837,0,0,84480,277094,180787,142940,0,0,0,98672,57784,0,0,0,0,0,0,0,0,0,0,0,141588,94617,50012,256481,0,0,0,0,0,0,0,0,0,29061,0,255467,0,1351,0,0,0,0,0,17571,0,0,0,0,0,646778,125706,0,0,0,0,55418,0,0,0,0,0,0,0,0,0,260198,0,0,0,0,0,83804,20613,57784,79749,0
AVHL,84480,0,1447649,0,0,0,0,0,75694,19261,610959,12165,0,0,233164,0,0,46970,0,0,82452,0,0,0,0,0,43253,0,0,0,0,0,0,0,0,0,115906,0,0,0,0,52715,0,0,0,0,0,0,0,0,0,0,0,0,654551,57784,0,0,0,0,0,1034373,0,220999,0,111851,0,0,0,0,0,48660,193628,13516,0,0,104079,0,247357,0,0,0,0,0,0,77383,170649,541685,708956,0,1236787,132802,0,1426022,0,0,0,77721,0,0,0,2583736,1074923,0,0,0,0,0,496742,250398,61163,176732,1128314,27371,0,0,246343,0,0,23992,0,433889,0,1014773,69949,0,0,0,0,0,0,539320,164567,0,0,308858,310886,183152,0,0,0,100024,50350,30412,0,0,0,0,0,0,0,0,0,131450,86845,0,144291,505866,0,0,0,0,0,0,0,0,0,0,244654,0,0,1010042,170649,285542,0,0,0,0,0,0,1934929,0,0,0,502824,0,0,0,0,0,0,0,0,0,0,0,0,57784,0,603187,0,0,0,0,0,67921,48660,0,76032,1013
RIVL,0,0,0,0,0,0,498769,4398028,0,2247505,0,1597685,0,0,411248,106444,5406,0,0,0,0,0,27709,1335797,0,18247,0,0,0,0,0,0,0,0,0,421048,0,0,0,66232,0,52039,49336,4392,0,63866,40888,0,0,0,0,0,0,0,204779,51025,0,0,1013,127733,594063,0,220999,0,345016,0,0,0,256819,0,103065,0,0,2176204,69949,0,132464,461260,123340,175042,34805,87183,0,0,739031,1153996,313927,364277,0,0,85493,0,0,0,0,0,0,458557,0,0,0,0,0,0,0,1630126,0,19937,0,158822,16896,398745,0,0,0,0,192952,0,0,0,827904,47308,0,39874,5068,298383,0,212551,0,0,236544,628531,18585,288921,0,0,0,0,0,0,0,0,0,343664,240261,4730,0,0,0,0,0,39874,0,143278,0,127057,0,0,52377,0,28723,552161,300410,0,0,0,0,40212,0,922183,0,30074,735989,137533,735989,70287,1769687,32778,1027276,0,315617,54067,1929861,894474,2690519,288921,1232056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,1404733,81100,0,0,0,0
ALNL,0,0,0,0,0,0,0,1368576,36495,306155,0,0,33116,0,719769,0,0,0,0,0,0,0,380835,580546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18585,0,0,0,0,0,0,0,0,187545,0,0,0,0,0,1048227,0,0,345016,0,0,0,9799,0,0,0,0,0,0,0,0,61163,108810,0,0,0,0,0,0,0,0,0,0,0,0,0,3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113541,0,766740,396380,0,0,0,0,13178,0,0,0,1219891,0,0,0,0,11151,53729,247357,0,0,167608,7096,0,0,0,0,0,0,0,1579438,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,0,18923,0,0,0,0,151726,0,263915,0,0,0,0,0,0,0,188221,0,46970,0,0,0,0,0,0,0,0,0,199372,0,0,0,0,0
SDQL,0,0,0,0,0,0,21964,0,10475,940769,0,0,0,0,151050,15882,265267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248033,0,0,0,0,130099,71976,0,111851,0,0,0,0,0,0,0,0,0,95631,2186004,0,233164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54405,0,0,0,0,0,0,0,0,0,706928,0,126382,365291,2703,0,0,0,0,0,2027,354816,809994,946176,163891,1030993,415303,0,0,151388,0,0,0,0,0,0,0,0,0,0,0,0,0,131112,0,241612,0,0,0,0,0,0,0,0,0,0,0,0,0,395028,0,1531791,0,0,0,161187,0,0,0,0,0,0,27033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234854,0,0,0,0,0,0,0,0,0,0
ALMR,0,0,36833,0,0,0,0,0,0,0,162201,0,0,226068,0,0,0,0,0,0,28385,0,0,41226,0,1046876,1621002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532224,0,0,0,0,0,0,0,0,0,0,13178,0,0,0,0,0,126044,0,157808,124354,301424,159498,1985280,679219,0,0,0,1472993,0,0,0,0,0,0,0,1033697,793436,574801,2338068,411586,92928,0,27371,0,0,0,636641,51701,894474,0,0,0,0,24330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506880,0,760320,0,0,0,0,0,0,0,410910,0,7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137871,16220,0,0,0,0,0,0,0,0,0,0,724500,0,94955,0,0,0,0,0,0,0,991795,775864,425103,0,0,0,0,0,0,0,0,0,0,0,0,0,153753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDDL,0,0,0,0,0,0,0,0,1054310,0,0,1351,0,247695,0,0,0,0,0,0,0,0,992133,223027,0,0,0,0,0,329809,0,141250,1351,0,0,21288,0,130099,5627719,0,247695,210186,595752,900218,0,0,880619,1895731,217282,1369589,832634,902584,585615,2602659,259522,0,105093,0,0,1993052,0,0,0,0,9799,0,126044,0,318658,765388,0,0,0,0,2003189,1911275,0,0,0,0,0,0,0,296693,320348,209172,0,0,0,0,0,0,0,0,0,0,0,10137,0,0,0,0,0,4730,534927,737679,2615500,0,0,0,273377,0,0,0,0,0,0,0,0,0,146995,313251,0,0,0,114216,769781,1239152,9764874,0,715714,0,416655,0,0,0,0,0,0,31426,0,0,0,0,0,0,0,49674,281487,30412,0,0,190586,38522,0,492349,0,0,0,24668,0,0,0,0,0,0,1472993,0,0,286556,0,0,0,0,0,0,0,344002,5068,561960,0,0,1075937,0,0,3780311,5502013,0,0,63191,0,115906,2132275,0,134830,0,0,0,0,0,6758,23316,415641,3041,1256724,0,0,0,190586,0
ALNR,0,0,0,0,0,0,22302,302438,1251317,1013,0,0,0,746803,0,0,0,0,0,0,0,0,0,491673,0,0,0,0,0,0,0,0,0,0,0,88197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068,0,20275,0,0,82114,0,0,0,37171,0,0,256819,0,0,0,318658,0,4055,119623,0,0,0,793774,0,0,0,0,0,0,0,0,0,40212,0,0,0,0,0,0,0,0,0,0,0,0,873861,41902,7772,0,0,0,0,57108,459233,0,0,0,163891,0,0,0,0,0,0,0,0,0,0,0,89548,0,0,0,1439201,152064,282163,15882,0,744775,81100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142264,0,0,0,98672,0,147671,941445,0,0,0,0,794112,69611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14530,0,0,0,0,0
IL1R,0,0,0,0,0,1689,0,0,0,0,513976,0,0,731596,0,0,0,0,0,635289,0,986726,597442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40888,0,533575,22302,27371,0,2827714,1899448,0,0,0,0,0,0,0,0,157808,765388,4055,0,0,0,0,117934,0,0,0,0,0,0,25344,0,0,0,719431,101713,0,0,4730,110499,0,24668,0,0,0,29399,15544,72990,7772,0,0,0,0,0,1617285,644413,0,2365,0,0,0,9123,0,0,0,321361,74342,0,121651,0,7434,94617,0,0,0,89886,214579,471398,1428725,0,688343,5068,183828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522424,0,172677,21964,15544,0,824186,93265,0,0,54405,0,0,101038,40888,0,0,0,0,0,0,0,0,0,3041,0,0,0,0,205793,0,0,189235,130099,276080,0,174704,0,831283,0,0,0,0,0,0,8448,0,3256535,0,0,259860,1778810,0,0,0,0,0
AINR,0,0,0,0,0,0,0,0,200724,0,151388,157808,0,119623,0,0,0,0,156119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758,217282,0,0,1069178,0,675,0,0,94955,0,5068,90562,0,0,89210,0,0,0,0,0,0,0,337,0,19937,0,0,103065,0,0,124354,0,119623,0,0,627517,8448,0,0,192276,0,0,0,1311129,1033697,0,0,0,0,0,0,0,0,0,0,0,0,0,52377,0,0,0,0,0,0,0,0,0,0,0,0,1067827,0,0,0,0,249047,0,440309,295342,2896312,2604011,1696696,359884,0,0,0,0,0,0,0,28385,0,0,0,0,0,2244464,246343,0,0,0,40212,0,0,0,0,96307,3279513,3900610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74004,0,6420,0,0,0,0,0,0,0,0,3379,0,197345,0,0,0,0,0,4055,0,129423,1330391,0,0,56432,59473,2027,0,0,0,378132,0,66570,0,0,0,0,0,0,0,24668,2027,54067,58122
AVJR,0,0,0,0,0,0,0,0,74680,0,30412,0,0,100362,0,0,235530,0,0,0,0,0,0,0,0,14530,952596,0,0,0,0,0,0,0,0,85493,62853,0,0,0,19599,0,0,0,0,0,65218,48660,0,0,66570,0,0,0,3041,0,11489,0,0,0,0,874536,48660,0,0,0,301424,0,0,0,627517,0,922521,19599,0,15544,0,0,0,0,0,0,0,0,0,0,72652,494376,357519,439633,703887,124016,0,224040,0,0,33116,0,84142,147333,0,0,2423900,0,0,0,55418,0,0,0,0,0,0,4392,0,0,0,0,0,0,0,0,22978,110837,2030899,0,0,70287,0,23992,0,333527,1013,541347,2634762,569733,937052,116244,0,207820,57108,0,0,0,0,0,0,0,0,0,0,0,0,106444,307169,0,35481,247357,0,0,0,0,0,0,0,0,0,0,0,135843,0,0,0,0,0,456867,1111756,0,61839,0,0,0,126382,891432,0,0,0,0,0,46295,0,26019,0,0,183828,0,498432,0,0,1625395,0,0,0,0,0,151050,0,83466,2703,0
AVHR,832634,0,0,0,0,0,0,0,204779,0,97320,0,77383,185518,0,0,303452,0,44605,0,0,0,0,0,0,0,123340,0,0,0,0,0,0,0,0,385228,282163,0,0,0,86169,0,0,0,0,0,57446,41902,0,0,59811,0,0,0,146657,0,0,0,0,0,0,0,193628,0,0,95631,159498,0,0,0,8448,922521,0,140236,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,175380,0,342650,772147,111175,59136,0,675,52039,0,43591,228096,0,26695,758292,0,0,0,70963,0,0,0,0,0,0,47308,0,0,0,0,0,0,0,0,2757089,321699,762347,0,39874,0,0,79749,0,408883,159498,319334,738355,0,385228,1309102,1632491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337582,0,99010,205793,0,0,0,0,0,0,0,0,0,0,0,0,0,1999810,0,0,0,546078,495390,174366,93941,0,1468262,0,318320,0,0,0,0,0,0,38184,675,39198,0,0,677867,244316,5744,889067,0,685977,0,0,0,0,0,0,0,0,0,0
SDQR,0,0,0,0,0,0,429496,56094,97658,105431,0,23316,0,281825,0,488632,368670,0,0,0,0,0,0,1604444,0,17571,0,0,0,0,0,0,0,0,0,1049579,0,0,0,0,0,0,0,0,663674,0,0,0,0,0,0,0,0,0,2007244,0,0,0,0,0,678205,0,13516,2176204,0,2186004,1985280,0,0,117934,0,19599,140236,0,210524,0,408207,667392,669757,0,0,0,0,0,519045,253102,117258,0,139560,243978,879605,0,0,0,0,0,0,0,0,0,0,0,1552066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158822,383877,932321,395704,106444,1689,1398650,1406423,175380,0,0,0,0,0,0,0,0,0,0,58798,0,0,0,0,0,0,0,0,0,0,0,44943,0,0,0,0,0,0,0,0,0,0,0,135168,0,567705,0,2043402,0,0,0,464640,363601,247019,0,157808,91238,44267,1991362,358195,358871,354140,317306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDL,109148,0,0,0,0,0,342988,0,373401,35481,104417,792084,999567,142264,82790,42240,262225,0,0,0,0,0,27033,234178,0,0,486942,0,0,0,46970,0,0,0,0,89210,13854,2027,5068,1689,0,22978,288245,116920,530534,0,0,939417,355829,361574,642048,0,92590,213565,325754,0,0,0,0,0,80424,0,0,69949,0,0,679219,2003189,793774,0,0,0,2027,210524,0,0,0,0,176056,0,0,0,0,0,0,28047,0,0,0,0,53391,0,0,0,0,0,0,55080,0,30750,0,0,1689,5406,937390,0,113879,0,553175,1088102,0,469032,0,0,0,0,0,0,0,0,236544,423751,0,0,151050,2116055,1149941,0,115568,1493268,73328,825200,1944729,11827,0,0,0,0,922183,87521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725852,0,0,0,0,0,0,0,0,0,0,0,0,81100,323727,0,1145548,675,0,0,218972,198021,1004974,2412410,4239206,13178,0,646440,67584,172677,25006,583249,0,0,0,0,0,0,0,7989780,3049728,282163,7096,0,0,0,0,397056,0,132802,47646,0,0,0,0
CEPVL,0,0,0,0,0,0,0,0,0,0,0,1845719,0,0,227420,0,0,27033,0,0,0,0,114554,569733,612986,70963,0,0,349409,0,0,0,0,0,0,0,306155,173690,1750763,302100,1469276,0,0,0,0,1528750,0,0,0,0,0,0,0,0,0,0,0,0,0,10475,0,0,0,0,0,233164,0,1911275,0,0,192276,15544,0,0,0,0,0,0,0,0,0,0,417331,0,0,0,0,0,0,0,0,133140,0,0,0,0,0,0,0,0,0,0,8785,0,0,1591941,1526046,652185,0,0,0,0,0,0,136181,0,0,0,0,0,0,0,0,0,0,0,0,1179002,186193,0,505190,1068165,96983,264591,60487,1378713,0,0,0,809994,123002,206807,161525,0,276418,21964,103741,200724,1049579,313927,746127,214241,839393,43591,0,524451,0,0,0,0,0,0,0,0,0,103403,0,0,0,1369589,111851,0,0,0,0,134492,0,0,105093,0,0,0,0,1260779,1351,82452,1095198,0,0,0,0,0,1334108,0,1210091,0,0,0,0,85155,0,2365,5068,0,0,0,0,0,0,0
RIMR,0,0,156794,0,0,0,683612,1726433,2983157,2202224,0,0,16558,129423,0,138885,23316,0,0,0,28047,0,1717647,22640,0,0,880619,0,219648,0,0,0,0,0,282501,2462760,0,0,0,176732,0,0,0,0,605552,0,90562,0,0,0,0,0,0,0,366643,0,47984,0,0,0,3107512,594063,104079,132464,61163,0,0,0,0,0,0,0,0,408207,0,0,0,1888634,3504568,26695,0,0,377118,0,0,749168,77721,28047,3398799,212551,1458124,0,56432,159160,0,0,3041,0,12503,0,0,45957,709632,0,0,4261847,0,0,3229839,770119,1281054,519383,0,0,7772,309534,18585,0,319672,835676,431861,48322,0,0,0,2237030,2503649,1510840,0,0,0,573788,377118,0,4055,0,0,0,0,99348,0,0,0,4429793,0,0,0,473088,0,0,5744,0,0,660295,0,954624,0,0,0,0,0,0,0,0,0,0,1813616,0,3023708,287232,0,355153,776878,7772,0,0,307845,3379,639344,161863,0,394352,1005987,1732177,1666283,853923,4392,1475696,0,0,0,0,26357,0,0,544389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMFL,0,0,0,0,0,0,691046,187545,0,1898096,0,238233,1631477,311900,757278,47984,51025,0,0,0,0,0,239923,577505,47308,0,0,0,0,0,0,0,0,0,0,790732,24668,48660,4392,118609,70963,0,0,0,169297,0,30750,34467,0,0,0,0,0,0,0,0,470384,0,0,0,3305195,0,0,461260,108810,0,0,0,0,0,0,0,0,667392,0,0,1888634,0,135843,0,0,0,0,0,128409,87521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57108,0,0,790732,192952,858992,3094333,2008596,403138,0,0,0,0,0,0,0,0,0,666716,256819,0,0,0,0,1345597,99348,0,0,18247,0,730920,2703,0,0,0,0,0,1229015,0,0,0,790732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84480,0,0,0,0,0,1908572,2800005,3876618,0,409221,0,27709,0,0,655902,463964,86507,39198,228096,138547,5406,0,17571,0,41226,0,0,0,0,0,0,0,0,46632,0,29736,0,0,0,0,0,0,0
